doi,title,abstract,keyword_count,key_group_count,keyword_repetition,unique_terms,term_frecuency,rank
10.1016/j.lcsi.2022.100617,Tracing expansive learning in computer-supported collaborative teaching,"The theory of expansive learning is used in many studies to explore change in inter-organizational and non-traditional settings. However, long-term, fundamental expansive learning is challenging to study due to the amount of data and the duration of object formation over several years. Researchers call for methods for systematic analysis of expansive learning. This paper presents an approach to systematically trace expansive learning in teaching practice. The approach was developed during a three-year school development project in an elementary school context. The participatory project engaged 66 teachers and 32 researchers from Norway, Sweden, and Denmark aiming to develop innovative computer-supported collaborative teaching for a virtual Nordic classroom. The project was arranged in small inter-organizational teams that iteratively created, implemented, and evaluated novel ways of conducting computer-supported collaborative teaching. The project was immensely challenging with conflicts of interests and systemic contradictions between the inter-organizational collaborating teams, but when resolved cultivated the change in practice. To trace the formation of the teaching practice, we used an integrated approach combining the theory of expansive learning with a teaching practice framework, TPACK in situ, which helped us handle complexity and systematize the object formation, as well as examine the type of learning the teachers acquired.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.adhoc.2024.103598,An efficient multi-objective UAV assisted RSU deployment (MOURD) scheme for VANET,"A Roadside Unit (RSU) serves as essential infrastructure in Vehicular Ad Hoc Networks (VANETs) that supports the goals of Intelligent Transportation Systems (ITS) by providing safety services, shared storage, and enhanced internet connectivity to vehicular users, drivers, and pedestrians. Additionally, the efficiency of VANETs, concerning network service utility and latency, depends on the relative positioning of these RSUs within the network topology. Most existing RSU deployment approaches deal with a single objective, either enhancing network service utility or minimizing the latency. For instance, some studies suggest deploying RSUs in high-traffic road segments that enhance network service utility but lead to higher latency. Conversely, some suggest deploying the RSUs in low-traffic road segments that minimize the network latency, but there will be low network service utility. Hence, there exists a trade-off between these two conflicting objectives in VANETs, and none of the studies address both objectives simultaneously. To achieve the balance between these two objectives, this paper proposes a Multi-Objective UAV assisted RSU Deployment (MOURD) scheme that leverages the Unmanned Aerial Vehicles (UAVs) for VANET efficiency. The MOURD scheme statically places RSUs in high-traffic road segments and dynamically dispatches the UAVs in low-traffic road segments to facilitate seamless network coverage and minimize the overall network latency. The simulation results on the road network of Delhi, India, demonstrate the effectiveness of the proposed MOURD scheme compared to other benchmark RSU & UAV deployment approaches. MOURD scheme outperforms on an average of 17.42%, 13.29%, 15.67% and 6.23% in terms of vehicle connection time, packet delivery ratio, throughput, and latency, respectively.",1,1,1,{'ar'},{'ar': 1},
10.1016/j.datak.2022.102104,Interactive collaborative exploration using incomplete contexts,"A well-known knowledge acquisition method in the field of Formal Concept Analysis (FCA) is attribute exploration. It is used to reveal dependencies in a set of attributes with help of a domain expert. In most applications no single expert is capable (time- and knowledge-wise) of exploring the knowledge domain alone. However, there is up to now no theory that models the interaction of multiple experts for the task of attribute exploration with incomplete knowledge. To this end, we develop a theoretical framework that allows multiple experts to explore a domain together. We use a representation of incomplete knowledge as three-valued contexts. We then adapt the corresponding version of attribute exploration to fit the setting of multiple experts. We suggest formalizations for key components like expert knowledge, interaction and collaboration strategy. In particular, we define an order that allows to compare the results of different exploration strategies on the same task with respect to their information completeness. Furthermore, we discuss other ways of comparing collaboration strategies and suggest avenues for future research.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1007/978-981-16-7011-4_1,Capturing Obstructed Nonverbal Cues in Augmented Reality Interactions: A Short Survey,AbstractWe present a short survey on recovering nonverbal communication cues that are hidden by head-mounted devices while interacting in augmented reality. The focus is on recovering facial expressions and gaze behavior by using various kinds of sensors that are attached to or integrated with these devices. The nonverbal cues can be made visible for other co-located or remote interactants on devices or avatars.,2,1,2,"{'augmented reality', 'ar'}","{'augmented reality': 1, 'ar': 1}",
10.1109/ICSS.2016.41,Collaborative Sparse Preserving Projections for Feature Extraction,"Sparsity Preserving Projections (SPP) is a well known approach for feature extraction and dimensionality reduction. Its success is mainly attributed to its high quality graph which is constructed by sparse representation. As an instance of graph embedding, SPP can be formulated as regression model. Thus we apply the idea of collaborative graph embedding, which reformulates SPP as a collaborative representation model via imposing a L2-norm constraint to projections from the perspective of linear regression, to further enhance SPP. We call this novel SPP method Collaborative Sparsity Preserving Projections (CSPP). Experiment results on four popular face datasets, namely Yale, ORL, FERET and AR, show the effectiveness in feature extraction and the improvement of CSPP over SPP.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1007/978-3-031-71707-9_3,Large-Area Spatially Aligned Anchors,"AbstractExtended Reality (XR) technologies, including Virtual Reality (VR) and Augmented Reality (AR), offer immersive experiences merging digital content with the real world. Achieving precise spatial tracking over large areas is a critical challenge in XR development. This paper addresses the drift issue, caused by small errors accumulating over time leading to a discrepancy between the real and virtual worlds. Tackling this issue is crucial for co-located XR experiences where virtual and physical elements interact seamlessly. Building upon the locally accurate spatial anchors, we propose a solution that extends this accuracy to larger areas by exploiting an external, drift-corrected tracking method as a ground truth. During the preparation stage, anchors are placed inside the headset and inside the external tracking method simultaneously, yielding 3D-3D correspondences. Both anchor clouds, and thus tracking methods, are aligned using a suitable cloud registration method during the operational stage. Our method enhances user comfort and mobility by leveraging the headset’s built-in tracking capabilities during the operational stage, allowing standalone functionality. Additionally, this method can be used with any XR headset that supports spatial anchors and with any drift-free external tracking method. Empirical evaluation demonstrates the system’s effectiveness in aligning virtual content with the real world and expanding the accurate tracking area. In addition, the alignment is evaluated by comparing the camera poses of both tracking methods. This approach may benefit a wide range of industries and applications, including manufacturing and construction, education, and entertainment.",5,1,5,"{'virtual reality', 'vr', 'xr', 'augmented reality', 'ar'}","{'vr': 1, 'virtual reality': 1, 'augmented reality': 1, 'ar': 1, 'xr': 1}",
/doi/10.1145/3359996.3365051,ALS-SimVR: Advanced Life SupportVirtualRealityTraining Application,The delivery of ongoing training and support to Advanced Life Support (ALS) teams poses significant resourcing and logistical challenges. A reduced exposure to cardiac arrests and mandated re-accreditation pose further challenges for educators to overcome. This work presents the ALS-SimVR (Advanced Life Support Simulation in VR) application. The application is intended for use as a supplementary training and refresher asset for ALS team leaders. The purpose of the application is to allow critical care clinicians to rehearse the role of ALS Team leader in their own time and location of choice. The application was developed for the Oculus-Go and ported to the Oculus-Quest. The application is also supported for a desktop and server based streaming release.,2,1,2,"{'ar', 'vr'}","{'vr': 1, 'ar': 1}",
10.1016/j.jallcom.2024.174235,Collaborative role of co-doping and surface modifying for adjusting surface state of hematite to release the photoelectrochemical activity,"Inhibition of bulk and interfacial charge carrier recombination is an urgent solution to release furthest the photoelectrochemical potential abilities of hematite photoelectrode. Herein, the Zr-Y dual metal co-doping engineering and Co/Fe dual metal-organic frameworks cocatalyst layer were employed for modifying hematite photoanode. The novel CoFe-MOF/Zr-Y:Fe2O3 nanoarray composite photoanode exhibits higher PEC activity, the photocurrent density at 1.23 V vs.RHE is increased by 4.7 times than that of the pristine α-Fe2O3. The gain in bulk charge separation efficiency was mainly attributed to the synergistic effect between the two doping ions to improve the electrical conductivity. Wherein, Zr4+ doping endows more free electrons in the bulk α-Fe2O3 and Y3+ introduction causes polaron mobility enhancement. For another, co-doping could reduce the recombination surface state, but form the intermediate surface state to promote hole transfer, thus effectively inhibiting the severe recombination of photogenerated electrons and holes. Furthermore, the CoFe-MOF cocatalyst coating with abundant active sites not only expedites the oxygen evolution reaction kinetics process, but also passivates the surface hole trapping state more thoroughly, resulting in efficient interfacial hole transfer and utilization. This work affords a new collaborative role of co-doping and surface modifying effective avenue for adjusting surface state of hematite to release the photoelectrochemical activity.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
/doi/10.1145/3576882.3617922,FlowARP -UsingAugmentedRealityfor Visualizing Control Flows in Programs,"There is a rise in the use of visual cues such as augmented reality and virtual reality to teach programming concepts and algorithms to novice programmers. These visualizations increase motivation among novice programmers, and also contribute to better conceptual understanding. For effective implementation of an algorithm or program, it is important to understand its flow of execution. The flow of an algorithm is commonly represented pictorially as a control flow graph (CFG) or as an abstract syntax tree (AST). However, existing representations are static in nature. Adding a dynamic aspect to the CFG to represent the flow of a program or an algorithm might ease the conceptual understanding. Integrating this dynamic CFG with augmented reality might also increase motivation among students in viewing and understanding various algorithms and programs. Hence, we present FlowARP, an augmented reality based visualization tool, to demonstrate the flow of programs. As a first step, we have designed FlowARP to support C/C++ programs and evaluated the usefulness of FlowARP through a user study with 44 undergraduate students, based on an amalgamated approach that assess usefulness and user perception. The results indicated that users were able to solve code-snippet based questions in lesser time, using FlowARP. However, we also observed that users take some amount of time to get accustomed to FlowARP.",3,1,3,"{'augmented reality', 'ar', 'virtual reality'}","{'virtual reality': 1, 'augmented reality': 1, 'ar': 1}",
10.1109/CISIS.2016.141,A Fuzzy-Based Approach for Classifying Students' Emotional States in Online Collaborative Work,"Emotion awareness is becoming a key aspect in collaborative work at academia, enterprises and organizations that use collaborative group work in their activity. Due to pervasiveness of ICT's, most of collaboration can be performed through communication media channels such as discussion forums, social networks, etc. The emotive state of the users while they carry out their activity such as collaborative learning at Universities or project work at enterprises and organizations influences very much their performance and can actually determine the final learning or project outcome. Therefore, monitoring the users' emotive states and using that information for providing feedback and scaffolding is crucial. To this end, automated analysis over data collected from communication channels is a useful source. In this paper, we propose an approach to process such collected data in order to classify and assess emotional states of involved users and provide them feedback accordingly to their emotive states. In order to achieve this, a fuzzy approach is used to build the emotive classification system, which is fed with data from ANEW dictionary, whose words are bound to emotional weights and these, in turn, are used to map Fuzzy sets in our proposal. The proposed fuzzy-based system has been evaluated using real data from collaborative learning courses in an academic context.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.jairtraman.2024.102710,Examining airport agility at air cargo hub airports,"The Covid-19 pandemic impacted nearly every aspect of airport operations, highlighting the importance of airport agility. Due to its importance, it is crutial for us to understand the role of agility at airports prior to and during unexpected disruptions. We investigated airport agility for air cargo hub airports using a structural equation model, particularly at Incheon International Airport (ICN). This study uses 27 variables to evaluate the agility of the air cargo business for a hub airport. We find that digital transformation, flight services, information sharing, and accessibility enhance the agility of air cargo hub airports. The survey shows that air cargo experts perceive ICN airport as having satisfactory agile response capabilities. Agility is essential to resilience, which will deliver a competitive advantage and aid the long-term prosperity of the air cargo business. Airports must collaborate to share, align, and improve their collective resilience to improve the productivity and performance of air cargo hubs. Developing innovative airport models enabled by new technologies, such as digital transformation, increases the efficiency and agility of the airport. The ICN's strategy as an air cargo hub airport is responsive to customer needs to mitigate disruptions through digitalization, offering value-added services with adaptability. The application of digitalization improves the airport's agility and efficiency and mitigates uncertainty in the air cargo industry.",1,1,1,{'ar'},{'ar': 1},
10.1016/j.aej.2023.10.021,Module division method of complex products for responding to user’s requirements,"With the gradual diversification of personalized usage scenarios, user requirements play a direct role in product design decisions. Due to the problem of fuzzy demand caused by user cognitive bias, traditional design methods usually focus on realizing product functions and cannot effectively match user requirements. Therefore, this paper proposes a complex product module division method for user requirements. The method constitutes of three tasks, requirement analysis of module division, design mapping of module division and scheme implementation of module division. Firstly, based on the progressive architecture from initial requirements to precise requirements, the effective user requirements are obtained through similarity recommendation. Secondly, according to the four types of knowledge of function, geometry, physics and design, the design structure matrix is constructed to complete the Requirement-Function-Structure mapping. The improved Fuzzy C-means Algorithm is used to solve the mapping model, and finally a module division scheme that meets the user requirements is obtained. Taking the chip removal machine as an example, the rationality and effectiveness of the method are verified. The results show that the product modules divided by this method can effectively meet the multiple user requirements.",1,1,1,{'ar'},{'ar': 1},
10.1109/ICMIP.2017.32,Face Recognition Based on Circularly Symmetrical Gabor Transforms and Collaborative Representation,"Compared to the traditional Gabor transform, the circularly symmetrical Gabor transform (CSGT) not only retains the characteristics of local and multi-resolution analysis, but also has the remarkable advantages of less redundancy and rotational invariance. Simultaneously, the collaborative representation-based classification with regularized least square (CRC-RLS) overcomes the shortcoming of the high computational complexity in the sparse representation-based classification (SRC). However, both classification algorithms still use the global features of the image, ignoring the importance of local features in the face images. In this paper, the face images are first mapped onto the CSGT domain, and then the amplitude images are chosen as the sample images. Finally, CRC is used to classify different faces. The experimental results on AR, FERET and Extended Yale B face databases show that the proposed algorithm achieves higher recognition rates and better robustness.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
/doi/10.1145/3386392.3399328,AVirtualRealityGame Design forCollaborativeTeam-Building: A Proof of Concept,"In this study, we propose a proof of concept of a Virtual Reality system able to provide a high degree of engagement and activation to multiple users. Specifically, we designed a game for a collaborative Team-Building experience, we tested the system during a slow rogaining activity and we assessed the participants' appreciation level. Our results show that several persons can be entertained and are able to maintain a high activation, even though only one of them is actually immersed inside a VR experience wearing a Head Mounted Display",4,2,4,"{'ar', 'vr', 'collaborative', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1, 'collaborative': 1}",
10.1016/j.beth.2022.10.005,Community-Delivered Collaborative and Proactive Solutions and Parent Management Training for Oppositional Youth: A Randomized Trial,"The aim of this study was to examine the relative effectiveness of Collaborative and Proactive Solutions (CPS) and Parent Management Training (PMT) for youth with oppositional defiant disorder (ODD) in a community setting. Based on a semistructured diagnostic interview, 160 youth with ODD (ages 7–14; 72% male; ethnicity representative of the wider Australian population) were randomized to CPS (n = 81) or PMT (n = 79) for up to 16 weekly sessions. The primary hypothesis was that participants in the CPS group, treated in a community setting, would exhibit significant improvement in ODD, equivalent to that of an evidence-based treatment, PMT. Assessment was conducted at baseline, post-intervention, and at 6-month follow-up, using independently rated semistructured diagnostic interviews, parent ratings of ODD symptoms, and global ratings of severity and improvement. Analyses were conducted with hierarchical growth linear modeling, ANCOVA, and equivalence testing using an intent-to-treat sample. Both treatments demonstrated similar outcomes, with 45–50% of youth in the nonclinical range after treatment, and 67% considered much improved. No differences were found between groups, and group equivalency was shown on the independent clinician and parent-rated measures. Gains were maintained at the 6-month follow-up. In conclusion, CPS works as effectively as the well-established treatment, PMT, for youths with ODD, when implemented in a community-based setting. As such, CPS provides a viable choice for families who seek alternate treatments.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.resplu.2024.100615,Towards advancing Out-of-Hospital cardiac arrest (OHCA) registries globally: Considerations from the global OHCA registry (GOHCAR) collaborative,"A growing number out-of-hospital cardiac arrest (OHCA) registries have been developed across the globe. A few of these are national, while others cover larger geographical regions. These registries have common objectives; continuous quality improvement, epidemiological research and providing infrastructure for clinical trials. OHCA registries make performance comparison across Emergency Medical Services systems possible for benchmarking, hypothesis generation and further research. Changes in OHCA incidence and outcomes provide insights about the effects of secular trends or health services interventions. These registries, therefore, have become a mainstay of OHCA management and research. However, developing and maintaining these registries is challenging. Coordination of different service providers to support data collection, sustainable resourcing, data quality and data security are the key challenges faced by these registries.Despite all these challenges, noteworthy progress has been made and further standardization and co-ordination across registries can result in great international benefit. In this paper we present a ‘why’ and ‘how to’ model for setting up OHCA registries, and suggestions for better international co-ordination through a Global OHCA Registries Collaborative (GOHCAR). We draw together the knowledge of a cohort of international researchers, with experience and expertise in OHCA registry development, management, and data synthesis.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.jece.2023.109889,Mechanistic insights into collaborative removal of NO<ce:inf loc=post><ce:italic>x</ce:italic></ce:inf> and chromium from flue gas in denitrifying biotrickling filter,"Nitrogen oxides (NOx) and chromium can cause harm to human health and ecological environment. An aerobic denitrifying biotrickling filter (DBTF) for simultaneous removal of NOx and chromium from flue gas was investigated. NOx and chromium removal efficiency could reach up to 98 % and 88 %, respectively. Halomonas, Stappia, Pseudomonas and UG_Peptococcaceae were the core chromium-resistance- denitrifying genus. Anti-oxidative stress proteins (RpoS, SOD, OxyR and catalase) and anti-heavy metal proteins (MntA, FbpA, TorB and ChrE etc.) and the denitrifying enzymes (NarH, NarI, NapA, NapB, NirK, NirS and NorB) involved in the regulation of chromium stress and the reduction of NOx, as shown by 16 S rDNA, metagenomic and metaproteomic sequencing. The biofilm was characterized by FTIR, XPS, EEM, and SEM-EDS. XPS spectra indicated the formation of a chromium carbonate by microbial induced carbonate precipitation. Chromium speciation in biofilm mainly consisted of 52.8 % organic matter bound state, 35.1 % carbonate bound state and 10.7 % exchangeable state. Flue gas chromium could be removed in the form of chromium carbonate bioprecipitate and HA-Cr via complexation of humic acids in extracellular polymeric substances (EPS), biosorption and biodeposition. DBTF was capable of NOx reduction and chromium removal by denitrification. The results provide a new potential for the collaborative control of NOx and heavy metals from flue gas by the DBTF.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/JSAC.2020.2986851,SFC-Based Service Provisioning for Reconfigurable Space-Air-Ground Integrated Networks,"Space-air-ground integrated networks (SAGIN) extend the capability of wireless networks and will be the essential building block for many advanced applications, like autonomous driving, earth monitoring, and etc. However, coordinating heterogeneous physical resources is very challenging in such a large-scale dynamic network. In this paper, we propose a reconfigurable service provisioning framework based on service function chaining (SFC) for SAGIN. In SFC, the network functions are virtualized and the service data needs to flow through specific network functions in a predefined sequence. The inherent issue is how to plan the service function chains over large-scale heterogeneous networks, subject to the resource limitations of both communication and computation. Specifically, we must jointly consider the virtual network functions (VNFs) embedding and service data routing. We formulate the SFC planning problem as an integer non-linear programming problem, which is NP-hard. Then, a heuristic greedy algorithm is proposed, which concentrates on leveraging different features of aerial and ground nodes and balancing the resource consumptions. Furthermore, a new metric, aggregation ratio (AR) is proposed to elaborate the communication-computation tradeoff. Extensive simulations shows that our proposed algorithm achieves near-optimal performance. We also find that the SAGIN significantly reduces the service blockage probability and improves the efficiency of resource utilization. Finally, a case study on multiple intersection traffic scheduling is provided to demonstrate the effectiveness of our proposed SFC-based service provisioning framework.",1,1,1,{'ar'},{'ar': 1},
10.1109/LGRS.2017.2710082,Cross-Range Resolution Enhancement for DBS Imaging in a Scan Mode Using Aperture-Extrapolated Sparse Representation,"This letter addresses the problem of cross-range superresolution in Doppler beam sharpening (DBS). The coherence of echoes in the azimuth direction and the sparsity of the DBS image in the Doppler domain are fully exploited; thus, a superresolution DBS imaging framework using aperture-extrapolated sparse representation (SR) is proposed. In this framework, aperture extrapolation based on the autoregressive model is utilized to predict the forward and backward information in the azimuth direction, and SR is exploited to extract the Doppler spectrum information. In addition, the resolution ability with different coherent processing intervals is analyzed. The sharpening ratio in this proposed algorithm can be improved by a factor of two or four theoretically in comparison with the conventional DBS imaging method. Experimental results demonstrate that the proposed framework can lead to noticeable performance improvement.",1,1,1,{'ar'},{'ar': 1},
/doi/10.1145/3489849.3489958,Multi-Componential Analysis of EmotionsUsingVirtualReality,"In this study, we propose our data-driven approach to investigate the emotional experience triggered using Virtual Reality (VR) games. We considered a full Component Process Model (CPM) which theorise emotional experience as a multi-process phenomenon. We validated the possibility of the proposed approach through a pilot experiment and confirmed that VR games can be used to trigger a diverse range of emotions. Using hierarchical clustering, we showed a clear distinction between positive and negative emotion in the CPM space.",3,1,3,"{'ar', 'vr', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1}",
10.1109/ISCAS.2018.8351542,Virtual Collaborative Environment for Support of Teamwork-based Education of Analog IC Design,"This work presents a virtual collaborative environment for support of teamwork-based education of Integrated Circuit (IC) design. The environment was planned to cope with those issues often observed during the design of such circuits in academic courses as lack of collaboration among students or difficulties to collaborate to, lack of organization and documentation. By providing essential means for collaboration, a case study has revealed these issues are diminished and a clean straight-forward design flow for teamwork-based education is achievable.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/LAWP.2024.3371672,A Miniaturized Wideband Circularly Polarized Antenna Based on Tightly Coupled Monopole,"This letter presents a miniaturized wideband circularly polarized (CP) antenna based on a tightly coupled monopole operating in the ultra high frequency (UHF) band. Initially, a tightly coupled wideband monopole is employed as the radiation unit, showcasing its potential for broadband operation. A two-layer compact wideband sequential feed network (WSP) is then designed to connect these elements, featuring a higher efficiency compared to the one employing the low-temperature co-fired ceramic technology (LTCC) technology. As a result, the antenna was reduced to 0.08λ in height and 0.15λ in diameter, offering practical advantages in terms of installation and form factor. Finally, the rotation direction of radiation elements is analyzed to achieve a stable beamwidth. The proposed antenna is fabricated and tested. The results demonstrate that the antenna attains a wide impedance bandwidth and axial-ratio (AR) bandwidth of approximately 80% (VSWR < 2.0) and 67% (AR < 3 dB), respectively. Additionally, a stable radiation pattern is obtained throughout the entire operating band.",1,1,1,{'ar'},{'ar': 1},
10.1016/j.jpain.2021.12.014,How Individuals With Low Back Pain Conceptualize Their Condition: A Collaborative Modeling Approach,"Low back pain (LBP) is complex. This study aimed to use collaborative modeling to evaluate conceptual models that individuals with LBP have of their condition, and to compare these models with those of researchers/clinicians. Twenty-eight individuals with LBP were facilitated to generate mental models, using “fuzzy cognitive maps,” that represented conceptualization of their own LBP and LBP “in general.” “Components” (ie, causes, outcomes and treatments) related to pain, disability and quality of life were proposed, along with the weighted “Connections” between Components. Components were classified into thematic categories. Weighting of Connections were summed for each Component to judge relative importance. Individual models were aggregated into a metamodel. When considering their own condition, participants’ models included 19(SD = 6) Components and 43(18) Connections with greatest weight on “Biomechanical” components. When considering LBP in general, models changed slightly. Patient models contrasted the more complex models of researchers/clinicians (25(7) Components; 77(42) Connections), with most weight on “Psychological” components. This study provides unique insight into how individuals with LBP consider their condition, which is largely biomedical and narrower than clinician/researcher perspectives. Findings highlight challenges for changing public perception of LBP, and provide a method with potential utility to understand how individuals conceptualize their condition. PerspectiveCollaborative modeling was used to understand how individuals with low back pain conceptualize their own condition, the condition in general, and compare this with models of expert researchers/clinicians. Data revealed issues in how individuals with back pain conceptualize their condition, and the method's potential utility for clinical evaluation of patients.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/GHTC.2013.6713716,Simple messaging and collaboration system for disaster environments,"A novel communication system for use by all first responders in a given disaster response activity is described. The system is based primarily on SMS messaging technologies and either indigenous mobile phone service providers or mobile phone service brought in via cellular-on-wheels (COWs), UAVs, rapidly deployed towers, etc. End users use either their own cell phones, running a native SMS application, or low-cost phones that are distributed by a large non-governmental organization, such as UN OCHA. If a proprietary network is set up, SIM cards are distributed to end users to allow access to the network, or administrators will explicitly allow access via a phone's IMEI number or other access control methods.",1,1,1,{'ar'},{'ar': 1},
10.1016/j.procs.2021.12.018,Enterprise Collaboration Platforms: An Empirical Study of Technology Support for Collaborative Work,"Collaboration and communication technologies are increasingly transforming work, bringing changes in the work processes and practices of individual employees and organisations. In the absence of a single technology solution to provide support for collaborative work, organisations are combining multiple systems, tools and applications to form an Enterprise Collaboration Platform that provides comprehensive support for the different forms of collaborative activities. In this paper we present the findings of a study that i) examines the complex collaborative technology landscape in order to characterise and understand the evolving portfolios of collaboration software currently in use in organisations; ii) develops a framework to visualise and analyse the assemblages of tools that are being combined to form emerging enterprise collaboration platforms. The framework is then applied to visualise and compare the emerging ECPs for two organisations and the findings are discussed in the context of the long-term management of information.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
/doi/proceedings/10.1145/3657547,ICVARS '24: Proceedings of the 2024 8th International Conference on Virtual and Augmented Reality Simulations,NO ABSTRACT,2,1,2,"{'augmented reality', 'ar'}","{'augmented reality': 1, 'ar': 1}",
10.1016/j.procs.2024.06.270,Useful Project Management Practices in Collaborative R&D&I Projects,"Collaborative Research and Development and Innovation (R&D&I) projects make an essential contribution to the development of knowledge-based, innovative products, processes, and services. The main objective of this paper is to gain a comprehensive understanding of project management (PM) in collaborative R&D&I projects, examining the usefulness of PM practices. The results are based on 465 valid responses from an online questionnaire survey on the perceptions of collaborative R&D&I project practitioners. The Relative Importance Index was used to classify the usefulness of the 35 key PM practices surveyed. The top 10 rank of the most useful PM practices cover the entire PM lifecycle and include well-known practices, such as ‘kick-off meeting’, ‘progress meetings’, ‘Gantt chart’, ‘project closure report’, ‘project closure meeting’, ‘milestone list’, ‘requirement analysis’ and ‘project scope plan’. Although, there are also less emphasised PM practices such as ‘alignment workshops’ and ‘project idea paper’. The paper contributes to supporting practitioners to decide which PM practices should be prioritised and implemented.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/CTS.2012.6261079,Virtual collaborative environments for Engineered Resilient Systems,"Past and current military conflicts have proven that an adversary will change tactics to gain an advantage over their opposition. In certain military circles this concept is known as “blowback”. The advantage gained is due to rendering the opposition's materiel and training inadequate. Given the timeframe required to field a new weapon system, the effects of “blowback” are a detriment to mission and campaign success. The most efficient and effective way to reduce the effects of “blowback” is to greatly reduce or compress the acquisition lifecycle timeframe. This can be accomplished by engineering and producing resilient systems. Current Systems Engineering tools, practices and environments are not adequate for realization of resilient systems. Therefore, there exists a need for a virtual collaborative environment that will host and integrate the required domain tools, allow the real-time virtual collaboration of all stakeholders (laboratories, engineers, program managers, configuration management, users, maintainers, contracts, finance, logistics and all levels of leadership), disseminate the right data at the right time to the right stakeholders and maintain and control the artifacts of the system under development or change.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1007/978-3-031-63276-1_21,Extended Reality in Civil Infrastructure: A Comprehensive Review,"AbstractExtended reality (XR) integrates augmented reality (AR), virtual reality (VR), and mixed reality (MR), enabling users to interact with virtual objects and environments as if they were real. XR has found widespread use in civil infrastructure, including design, visualization, worker training, remote collaboration, and maintenance. This paper provides a comprehensive review of the impact of XR on civil engineering and highlights its benefits for design and infrastructure. We conducted our review using articles from conferences and journals. Our review identifies the distribution of XR technology in civil infrastructure, design strategies employed in creating digital technology, and their limitations. Furthermore, our review lays the groundwork for developing the best practices for XR technology in civil infrastructure and suggests future research agendas.",6,1,6,"{'mixed reality', 'virtual reality', 'vr', 'xr', 'augmented reality', 'ar'}","{'vr': 1, 'virtual reality': 1, 'augmented reality': 1, 'ar': 1, 'mixed reality': 1, 'xr': 1}",
10.1109/APCHI.1998.704140,A multimedia MUD system for the digital museum,"The paper describes a Multimedia Multi-User Dungeon System for the Digital Museum. The Digital Museum is a computer aided museum. In the Digital Museum, we can not only see many actual exhibits as the same as usual museums, but access multimedia databases to acquire more information with kiosk terminals. As the interface of multimedia databases, we developed the Multimedia Multi-User Dungeon (MMMUD) System. The MMMUD System is a shared virtual environment system designed with client server architecture. AMMMUD browser renders images of the virtual environment from the player's viewpoint. We can explore the virtual environment freely and can access materials in the virtual environment by applying tools to them. The MMMUD system provides real time multi user interactions. We can see motion of other players while we are exploring the virtual environment, and we can see other user's tool sessions while we are applying tools to exhibits. In addition, each MMMUD browser has a microphone and users in the same room or browsing the same exhibit can talk with others. Moreover, we can import chromakey video images in the virtual environment for explanation of materials and guidance of the virtual museum.",2,2,2,"{'ar', 'multi-user'}","{'ar': 1, 'multi-user': 1}",
10.1109/ICIP.2006.312659,Design of a Transmission Protocol for a CVE,"Virtual reality is a useful tool to train individuals for various different situations or scenarios. A single person utilizing a virtual environment can greatly enhance their skill set, but the greatest gain in skill is obtained when multiple users realistically interact in the virtual environment. To accomplish this, a network protocol must be designed to efficiently communicate vital information to participants in the virtual environment. The purpose of this paper is to document the design of a transmission protocol for a collaborative virtual environment (CVE). In addition, the network protocol was tested with a network emulator to understand how well the protocol functioned under various network conditions. When the jitter level was below 50 ms the transmission protocol was able to reproduce the smooth avatar movement even at transmission intervals as high as 100 ms. However as the jitter increased the transmission interval had to be kept as low as 10 ms to reproduce realistic human movement.",3,2,3,"{'ar', 'collaborative', 'virtual reality'}","{'virtual reality': 1, 'ar': 1, 'collaborative': 1}",
