Doi,DB,Title,Abstract,keywords,Venue,Date,Terms category 1,Terms category  2,Terms 1,Terms 2
10.1016/j.procs.2020.07.105,ScienceDirect,Collaborative Approaches in Smart Learning Environment: A Case Study,"A smart city can be defined as a community in which citizens, businesses and institutions work in a collaborative environment. At a time when the Internet is the most used medium in the world, collaboration in a smart university (SU) is based on collaborative learning (CL) as one of the best practices used to create a practical learning environment for acquire and share knowledge; it is a relevant concept that adopts smart interactions to promote modern methods of collaboration between teams of learners. More specifically, smart interactions may be recommended to refine and ensure learner participation and communication in a learning environment. In this article, we cite key criteria that assess intelligent collaboration and that serve to improve collaboration performance and provide an effective way to create a collaborative learning environment, which mainly based on recommendation, and refers to learner profile and evaluations.",Smart city | Smart university | Collaborative learning,Procedia Computer Science,2020-12-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaboration', 'collaborative environment', 'collaborative learning environment']"
10.1016/j.aeue.2011.07.002,ScienceDirect,Performance analysis of high rate weighted-TR UWB system in the presence of inter-block and multiuser interferences,"AbstractRecently, a novel single-user weighted transmitted-reference (WTR) system has been proposed for high rate ultra-wideband (UWB) communications. The WTR system can achieve a superior performance in high data rates and is also robust to variations of both weight coefficient and integration interval. In this paper, a multi-access (MA) scheme is proposed for the WTR system and its performance assuming perfect power control at the receiver is evaluated over dense multipath channels at 114Mbps in the presence of inter-block interference (IBI) for the first time. Closed-form representation of both synchronous and asynchronous MA scenarios are derived and validated by simulations, in the presence of noise and all interfering terms for the first time. Interfering terms are inter-path/pulse interference (IPaI/IPI), inter-symbol interference (ISI), and IBI. It is shown that the proposed MA scheme can significantly improve the system performance in multi-user scenario. Moreover, the single user performance of the WTR system is compared to those of a full-Rake receiver, conventional transmitted-reference (CTR), and differential transmitted-reference (DTR) through theoretical analysis and computer simulations by averaging over 100 realizations of IEEE 802.15.3a Channel Model 1 (CM1) including slow fading in the presence of noise and all aforementioned interfering terms.",Inter-block interference | Inter-pulse interference | Inter-symbol interference | Multi-access | Ultra-wideband,AEU - International Journal of Electronics and Communications,2012-03-31,3 - Modified acrs,2 - Complete terms,['AbstractRecently'],"['multi-user', 'multiuser']"
10.1016/j.eswa.2016.01.046,ScienceDirect,A multi-user perspective for personalized email communities,"Email classification and prioritization expert systems have the potential to automatically group emails and users as communities based on their communication patterns, which is one of the most tedious tasks. The exchange of emails among users along with the time and content information determine the pattern of communication. The intelligent systems extract these patterns from an email corpus of single or all users and are limited to statistical analysis. However, the email information revealed in those methods is either constricted or widespread, i.e. single or all users respectively, which limits the usability of the resultant communities. In contrast to extreme views of the email information, we relax the aforementioned restrictions by considering a subset of all users as multi-user information in an incremental way to extend the personalization concept. Accordingly, we propose a multi-user personalized email community detection method to discover the groupings of email users based on their structural and semantic intimacy. We construct a social graph using multi-user personalized emails. Subsequently, the social graph is uniquely leveraged with expedient attributes, such as semantics, to identify user communities through collaborative similarity measure. The multi-user personalized communities, which are evaluated through different quality measures, enable the email systems to filter spam or malicious emails and suggest contacts while composing emails. The experimental results over two randomly selected users from email network, as constrained information, unveil partial interaction among 80% email users with 14% search space reduction where we notice 25% improvement in the clustering coefficient.",Graph clustering | Community detection | Collaborative similarity | K-Medoid clustering | Entropy | Density | F-measure | Personalized | Multi-user | Email network | Social media | PI-Net,Expert Systems with Applications,2016-07-15,900 - No match,2 - Complete terms,[],"['collaborative', 'multi-user']"
10.1016/j.dsp.2019.05.002,ScienceDirect,A multi-user linear equalizer for uplink broadband millimeter wave massive MIMO,"Most previous work on hybrid beamforming millimeter wave (mmWave) communications and massive multiple input multiple output (MIMO) systems focused on narrowband channels. However, it is expected that the mmWave channels will be wideband, and for that reason, it is important to design solutions for frequency-selective channels. Therefore, in this paper, we consider the design of a hybrid analog/digital multiuser linear equalizer for broadband mmWave massive MIMO systems, optimized using the bit error rate (BER) as a metric. For the digital part, a closed-form solution is obtained by showing that the minimum mean square error (MMSE) and minimum BER solutions are identical. The analog part, which is assumed to be the same for all subcarriers, is computed iteratively over the radio frequency (RF) chains, and it is shown that the solution obtained in a previous iteration may be updated inexpensively to obtain a solution for the current iteration. The simulation results show that the performance gap between the proposed hybrid broadband multiuser equalizer and full digital equalizer decreases monotonically and exponentially with the number of RF chains until reaching zero. Moreover, the gap decay rate is faster for sparser mmWave channels, where fewer RF chains are required to achieve the same performance of the full digital architecture.",Massive MIMO | Millimeter wave communications | Linear equalization | Hybrid analog/digital architectures,Digital Signal Processing,2019-09-30,900 - No match,2 - Complete terms,[],"['multi-user', 'multiuser']"
10.1016/S0140-3664(97)00036-4,ScienceDirect,An advanced call model to support multimedia multiuser communications,"Multimedia multiuser applications such as the desktop multimedia conference, computer supported cooperative working, tele-education, and tele-medicine require more complex and dynamic communication services than the conventional single-medium point-to-point applications. In order to support those applications effectively, the underlying communication system should be able to support more structured and dynamically controlled call control services. Otherwise, the complexity of managing complex communication services should be resolved by the applications, and this increases the burden of individual application development. This paper presents an advanced call model that defines how the underlying communication services can be abstracted, structured, and dynamically controlled in order to support the multimedia multiuser applications effectively. The concept of communication resource abstraction, and superior structuring and controlling capability of the proposed call model, allows various multimedia multiuser applications to be supported more effectively and flexibly in various communication environments.",Multimedia multiuser applications Advanced call model,Computer Communications,1997-07-25,900 - No match,2 - Complete terms,[],['multiuser']
10.1016/j.ijleo.2013.07.105,ScienceDirect,Efficient parallel interference cancellation algorithm for multiuser detection schemes in CDMA-based 20.48-Gb/s optical MIMO-OFDM system over 1200km of SSMF,This paper presents an efficient algorithm to cancel the parallel interference for multiuser detection (MUD) schemes in code division multiple access (CDMA) based 20.48Gb/s optical multiple input multiple output orthogonal frequency division multiplexing (O-MIMO-OFDM) system over 1200km of standard single mode fiber (SSMF). The performance of the system is compared by simulation results using the efficient algorithm and minimum mean square error (MMSE) schemes. It shows the superior performance of efficient algorithm.,CDMA | Optical OFDM | SSMF,Optik,2014-02-28,900 - No match,2 - Complete terms,[],['multiuser']
10.1016/j.phycom.2023.102267,ScienceDirect,A multi-user cognitive radio full-duplex channel under imperfect spectrum sensing: Achievable rates and energy efficiency,"In this work, the achievable rates and energy efficiency of a multi-user cognitive radio (CR) uplink channel with full-duplex (FD) are studied. For this multi-user CR channel, secondary users can work in FD mode to simultaneously transmit and listen to the channel. We consider a realistic scenario in which both FD operation and spectrum sensing are imperfect. At first, we examine the sensing performance and the rate region through the evaluation of the probability of miss-detection and the probability of false alarm when the primary user (PU) activity is assumed to be non-time-slotted. Due to an imperfect sensing operation, the cognitive radio channel is modeled as a non-Gaussian channel impacted by a Gaussian-mixture (GM) noise plus PU interference. Under this practical assumption, it is not possible to calculate the achievable rates and the rate region directly. Instead, we derive simple approximations of these metrics which can be easily calculated with arbitrarily small errors. In the second part of the paper, we further evaluate the derivatives of these achievable rates at low-power regimes. This calculation helps us evaluate the energy efficiency and obtain the minimum energy per bit Eb/N0min when Gaussian and discrete input signals are used.",Achievable rates | Cognitive radio | Energy efficiency | Imperfect spectrum sensing | Multi-user | Self-interference suppression,Physical Communication,2024-04-30,900 - No match,2 - Complete terms,[],['multi-user']
10.1016/j.proeng.2012.01.623,ScienceDirect,Transceiver Designs for Multiuser Two-Way Relay Systems,"Besides the two-user case, the two-way relaying can be extended to the multiuser system to improve the spectrum efficiency. In this study, we aim to design the precoding for the cellular two-way relay system where a based station intends to exchange information with multiple mobile users through a common relay node. Since multiple antennas are equipped at the base station and relay node, carefully designing the percoding at base station, relay or both can improve the system performance. Therefore, three associated precoding design problems are considered and different optimization techniques are applied to deal with these problems. The simulation results verify the efficiency of the proposed designs.",MIMO | Two-way relaying | Precoding design ;,Procedia Engineering,2012-12-31,900 - No match,2 - Complete terms,[],['multiuser']
10.1016/j.measurement.2021.110008,ScienceDirect,DL Multi-sensor information fusion service selective information scheme for improving the Internet of Things based user responses,"Multi-sensor information fusion aids different services to meet the application requirements through independent and joint data assimilation. The role of multiple sensors in smart connected applications helps to improve their efficiency regardless of the users. However, the assimilation of different information is subject to resource and time constraints at the time of application response. This results in partial fulfillment of the application services, and hence, this article introduces a service selective information fusion processing (SSIFP) scheme. The proposed scheme identifies service-specific sensor information for satisfying the application service demands. The identification process is eased with deep recurrent learning in determining the level of sensor information fusion. This level identification reduces the unavailability of services (resource constraint) and delays in application services (time constraint). Through this identification, the applications' precise demands are detected, and selective fusion is performed to mitigate the issues above. The proposed system's performance is verified using the metrics delay, fusion rate, service loss, and backlogs.",Deep Learning | Information Fusion | Multi-Sensor | Resource Constraint | Time Constraint,Measurement,2021-11-30,900 - No match,900 - No match,[],[]
10.1016/j.trd.2017.03.002,ScienceDirect,"Multi-criteria user equilibrium model considering travel time, travel time reliability and distance","This paper proposes a multi-criteria user equilibrium model considering travel time, travel time reliability and distance (MUE-TRD). This new model hypothesizes that for each user class and each origin-destination (O-D) pair no traveler can reduce either his or her reliable travel time or travel distance or both without worsening the other objective by unilaterally changing routes in their route choice decision process. Travel time budget which consists of travel time and travel time reliability is used to describe the reliable travel time. A maximum entropy multi-criteria user equilibrium (ME-MUE) model is presented to address the non-uniqueness of the solution in MUE-TRD model. Furthermore, a route-based solution algorithm based on the partial linearization descent method (R-PLD) is developed to solve the ME-MUE model. Numerical examples are also provided to illustrate the essential ideas of the proposed model and the applicability of the developed solution algorithm. The results show that compared to traditional user equilibrium and travel time budget models, ME-MUE model is more consistent with the real trip process that the reliable travel time is increasing with the decreasing of travel distance in used routes; and the road traffic is smoother when using ME-MUE model to design the road network, thus ME-MUE model can reduce road traffic noise and air pollution in the urban road network.",Multi-criteria user equilibrium | Travel time | Travel time reliability | Travel distance | Maximum entropy | Partial linearization descent method,Transportation Research Part D: Transport and Environment,2019-01-31,900 - No match,900 - No match,[],[]
10.1016/j.neucom.2015.11.128,ScienceDirect,Multi-objective community detection method by integrating users' behavior attributes,"Social networks usually have abundant attributes associated with users to describe their features. Behavior attribute is one of the most important types of attribute which can better reflect users' intrinsic interests. In practice, many network applications prefer communities that not only are densely intra-connected, but also have homogeneous attribute value on specific behavior attributes. Structure clustering and attribute categorization are two types of method which can take full advantage of structure information and attribute information to partition the network, respectively. In this paper, we propose a novel community detection method by realizing structure clustering technology and attribute categorization technology simultaneously. Specifically, structure clustering is realized by optimizing modularity which captures densely intra-connected nature of communities. As for attribute categorization, a new metric named as homogeneity is defined to achieve the goal that nodes within each community have homogeneous attribute value, while in different communities have diverse attribute values. A multi-objective optimization evolutionary mechanism is adopted to optimize modularity and homogeneity simultaneously. Extensive experiments on several real-world networks demonstrate that our method can get a set of community structures corresponding to different trade-offs between structure clustering and attribute categorization.",Community detection | Structure clustering | Attribute categorization | Multi-objective optimization | Behavior analysis,Neurocomputing,2016-10-19,900 - No match,900 - No match,[],[]
10.1016/j.ejor.2004.05.031,ScienceDirect,User acceptance of multi-criteria decision support systems: The impact of preference elicitation techniques,"Previous research indicates that decision makers are often reluctant to use potentially beneficial multi-criteria decision support systems (MCDSS). Prior research has not examined the specific impact of preference elicitation techniques on user acceptance of MCDSS. The present research begins to fill this gap by examining the effect on users’ MCDSS evaluations of two commonly used preference elicitation techniques, absolute measurement and pairwise comparisons, while holding constant all other aspects of the MCDSS and decision making task. Experimental results (N=153) indicate that users consider MCDSS with pairwise comparisons to be higher in decisional conflict, more effortful, less accurate, and overall less desirable to use than MCDSS with absolute measurements. Thus, any potential normative superiority of a preference elicitation technique must be balanced against its potentially adverse effects on user acceptance of the MCDSS within which it is employed. We present a research agenda for exploring the tradeoffs between objective validity and user acceptance in the design of decision analysis tools.",Decision support systems | Multiple criteria analysis | Preference elicitation techniques | Decisional conflict | Effort-accuracy framework,European Journal of Operational Research,2006-02-16,900 - No match,900 - No match,[],[]
10.1016/j.procs.2024.09.719,ScienceDirect,Ontological model for intelligent assessment in collaborative environment based on serious games,"In today’s collaborative learning environments, effective assessment plays an important role in assessing knowledge acquisition and fostering skill development. The integration of serious games adds an interactive and engaging dimension to these environments, offering opportunities for immersive learning experiences. This combination not only evaluates learners’ progress but also enhances their engagement and motivation, contributing to more effective educational outcomes. This research proposes an innovative ontological model specifically designed for intelligent assessment scenarios with serious games in collaborative environments. Our research aims to enhance learning experiences and skill development by integrating artificial intelligence, education, and serious games. The suggested ontological model incorporates stealthy assessment methods, personalization, and adaptivity to accurately represent the dynamics of collaborative serious gaming. Our approach fills in the gaps in the research by integrating personalized instruction, stealth assessment, and adaptive gameplay in a collaborative environment. We validate the model to make sure it is accurate and consistent and to make sure there are no logical conflicts. This work creates paths for future research, focusing on intelligent assessment and collaborative learning within the context of educational serious games.",Serious Games | Artificial Intelligence | Collaborative Learning | Intelligent Assessment | Ontological Model | Adaptivity | Personalization | Stealth Assessment,Procedia Computer Science,2024-12-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaborative environment', 'collaborative learning environments']"
10.1016/j.eswa.2017.03.062,ScienceDirect,Identifying multiuser activity with overlapping acoustic data for mobile decision making in smart home environments,"Smart services, one of the most intriguing areas of current Internet of Things(IoT) research, require improvement in terms of recognizing user activities. Sound is a useful medium for making decisions based on activity recognition in the smart home environment, which includes mobile devices such as sensors and actuators. Instead of visual sensors to recognize human activity, acoustic sensor data is acquired in an unobtrusive manner for greater privacy. However, multiuser activity provides a formidable challenge for acoustic data-based activity recognition systems because of the difficulty of identifying multiple sources of activity from among a variety of sounds. In our study, we propose a statistical method to detect the interval of interference, which is also known as the unexpected mesa, distinguishing activities based on the pre- and post-mesa intervals. The results suggest that the proposed method outperforms previously presented classification algorithms in terms of the accuracy of multiuser activity recognition. Future studies may utilize this method for improvement of existing smart home systems.",Smart home environment | Mobile decision making | Activity recognition | Multiuser activity | Acoustic classification,Expert Systems with Applications,2017-09-15,900 - No match,2 - Complete terms,[],['multiuser']
10.1016/j.sbspro.2012.08.287,ScienceDirect,Immersive Collaborative Environments for Teaching and Learning Traditional Design,"This paper investigates 3D immersive and collaborative environments designed for educational purposes, as a support for constructivist and experiential learning models, appropriate for artistic education and skill transfer, and in particular for teaching and learning the art of traditional design. The author's research method is based on a comparative analysis of educational environments based on Virtual Reality (VR) and respectively on Augmented Reality (AR)/Mixed Reality (MR) as particular immersive environments for developing student's 3D spatial skills, their cultural awareness and also for enabling self-training and social and professional collaboration. An additional purpose of the paper is to present design criteria to consider when creating high quality virtual educational spaces. The author will apply these findings in a doctoral thesis, and also in a research project at the National University of Arts, Bucharest, regarding an e-learning system for traditional design.",traditional design | virtual reality | augmented reality | constructivist learning,Procedia - Social and Behavioral Sciences,2012-12-31,1 - Complete terms,2 - Complete terms,"['virtual reality', 'augmented reality', 'mixed reality', 'virtual environment', 'virtual environment', 'virtual environment', 'VR', 'AR', 'MR']","['collaborative', 'collaboration', 'collaborative environment']"
10.1016/j.cose.2018.01.010,ScienceDirect,Authorship disambiguation in a collaborative editing environment,"“Wikipedia”, known as the world's largest online free encyclopedia, is one of the remarkable examples of crowdsourcing, where millions of articles have been produced by volunteers from all over the world. Wikipedia allows anyone to edit articles without being pre-screened or authorized. A user can edit articles using either a valid ID or an IP address. The freedom of editing using ID or IP makes editorial identities ambiguous. This may affect the integrity of the research process. It also facilitates malicious users to vandalize Wikipedia content. Disambiguation of users' identity in Wikipedia can assist in distinguishing between trusted and mischievous users and more important in defining authorship in a less ambiguous manner. The present paper introduces a new methodology to ascertain Wikipedia authorship and to reduce ambiguity of user IDs. Our methodology uses the editing activity of users as a distinguishing feature for identifying non-ambiguous profiles. Reducing ambiguity of authorship can facilitate understanding of human behavior in collaborative editing, predicting sock puppetry (duplicate accounts), detecting anomaly, identifying trustworthy as well as offensive authors, and in improving security procedures and research in online social media. Our experimental results indicate that it is possible to disambiguate with high degree of certainty the editorial activity by 75% at rank 1.",Online communication | Authorship disambiguation | Score level fusion | Editing behavior | Cybersecurity | Social behavioral biometrics,Computers & Security,2018-08-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaborative editing environment']"
10.1016/S0142-694X(99)00043-5,ScienceDirect,Analysing participation in collaborative design environments,"Computer-supported collaborative design can be realised by a broad range of collaborative environments, each facilitating a different kind of collaboration. Understanding the style of collaboration and the potential for each environment is important when choosing a particular technology. We have developed a virtual world approach to teaching design computing in which students learn through traditional lectures, online seminars, and collaborative design projects. The environment integrates both synchronous and asynchronous communication as well as shared documentation. One side effect of using this environment is the incremental development of a record of the communication and collaboration. This record can be the basis for the analysis of participation in collaboration. We show how text analysis as a part of data mining can be used to analyse different aspects of participation. Specifically, we analyse participation in synchronous communication to evaluate individual contribution. We then analyse asynchronous communication to evaluate the extent of collaboration. The methods presented can be an automated part of the collaborative environment providing information for student evaluation in an educational environment or individual contribution in a professional environment.",collaborative designcomputer supported designdesign educationdata mining,Design Studies,2000-03-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaboration', 'collaborative environment', 'collaborative design environments']"
10.1016/j.procir.2020.04.036,ScienceDirect,Interaction design for multi-user virtual reality systems: An automotive case study,"Virtual reality (VR) technology have become ever matured today. Various research and practice have demonstrated the potential benefits of using VR in different application area of manufacturing, such as in factory layout planning, product design, training, etc. However, along with the new possibilities brought by VR, comes with the new ways for users to communicate with the computer system. The human computer interaction design for these VR systems becomes pivotal to the smooth integration. In this paper, it reports the study that investigates interaction design strategies for the multi-user VR system used in manufacturing context though an automotive case study.",Virtual reality | interaction design | Automotive | Multi-user,Procedia CIRP,2020-12-31,1 - Complete terms,2 - Complete terms,"['virtual reality', 'virtual environment', 'VR']",['multi-user']
10.1016/j.dsp.2024.104488,ScienceDirect,Low complexity hybrid beamforming for downlink multi-user MIMO OFDM systems,"Hybrid beamforming is critical for massive multiple input multiple output (MIMO) to achieve high spectral efficiency at reduced hardware cost. Existing hybrid beamforming schemes either design the analog beamforming and digital beamforming separately, or jointly optimize them through alternating optimization. Such strategies incur non-negligible performance degradation or huge computational complexity in optimization, which is especially evident with the partially connected architecture. In this work, we consider a general downlink multi-user MIMO orthogonal frequency division multiplexing (OFDM) system with the hybrid beamforming architecture, where finite-resolution phase shifters are adopted. We propose an efficient beamforming strategy on the sum rate maximization criterion. Rather than eliminating the interference entirely by digital beamforming, we optimize the analog beamforming by considering the interference at the same time. We consider a fixed digital beamforming structure to reduce the overall complexity. Given the fact of finite-resolution phase shifters, the analog beamforming is optimized over discrete phase values. Compared to existing hybrid beamforming designs, the proposed algorithm achieves much improved performance. By applying the average channel covariance to the analog beamforming design, the computational complexity of the proposed algorithm is further reduced. Meanwhile, the proposed algorithm is applicable to both fully and partially connected architectures.",Multi-user massive MIMO | Hybrid beamforming | OFDM | Finite-resolution phase shifters | Low complexity,Digital Signal Processing,2024-06-30,900 - No match,2 - Complete terms,[],['multi-user']
10.1016/j.dsp.2007.09.007,ScienceDirect,System performance analysis of situation awareness messaging using narrow-band multi-user detection,This paper is concerned with enhancing situation awareness messaging using narrow-band multi-user detection techniques. Situation awareness messaging involves sending short packets of situation update data. Low latency is an important requirement. This paper focuses on using satellite communications which have a substantial propagation delay. These factors favour the use of a random access system such as Aloha. The main draw back of these systems is low channel utilisation. The capacity of an Aloha system using multi-user detection is analysed is this paper. The capacity is substantially improved by using multi-user detectors. Furthermore the distribution of user powers experienced at the ground station enhances the performance of a system based on multi-user detection.,,Digital Signal Processing,2009-12-31,900 - No match,2 - Complete terms,[],['multi-user']
10.1006/dspr.2002.0436,ScienceDirect,Iterative Multiuser Detection with Parameter Estimation,"Nguyen, V. K., and White, L. B., Iterative Multiuser Detection with Parameter Estimation, Digital Signal Processing12 (2002) 145–158In this paper we present an iterative multiuser receiver for CDMA systems which performs joint parameter estimation and symbol detection on an additive white Gaussian noise channel. This receiver operates online and iteratively estimates the signal amplitude and noise variance using the available soft decision of the transmitted symbol. Simulation results show that the performance of this adaptive receiver is very close to that of the nonadaptive version; i.e., when the signal amplitude of all users is known. We also present graphical results of the convergence of the original iterative scheme (with no parameter estimation) for a system with no interchip interference.",,Digital Signal Processing,2002-12-31,900 - No match,2 - Complete terms,[],['multiuser']
10.1016/j.sigpro.2019.01.016,ScienceDirect,A novel power allocation scheme for multi-user single-DF-relay networks,"In multi-user single-DF-relay cooperative networks, where the relay is shared by multiple users and its transmit power is constrained, power allocation scheme affects the performance of whole communication system. In this paper, the power allocation problem of this type system is investigated. Firstly, two theorems and a lemma are presented for different constraint conditions. Then, based on the proposed theorems and lemma, optimal power allocation schemes to minimize sum-system-power consumption and maximize system achievable sum-rate are derived, respectively. And the corresponding exact closed-form expressions to allocate power optimally are obtained as well. Numerical simulations are also supplemented to verify the optimality of the proposed solutions.",Relays | Cooperative systems | Wireless communication | Decode-and-forward (DF),Signal Processing,2019-06-30,900 - No match,2 - Complete terms,[],['multi-user']
10.3182/20101005-4-RO-2018.00042,ScienceDirect,A User Interface Framework for the Control of Component-Based Multi-Robot Systems,"This paper presents a user interface study for highly distributed system. The user interface is developed to control a multi-robot system, which is based on “component-based„ architecture using hardware abstraction. This paper present the general principles of the user interface and provides an example of Graphical User Interface for controlling a generic fleet of machines.",Distributed systems | Mobile robots | User Interfaces,IFAC Proceedings Volumes,2010-12-31,900 - No match,900 - No match,[],[]
10.1016/S0953-5438(03)00010-9,ScienceDirect,A Unifying Reference Framework for multi-target user interfaces,"This paper describes a framework that serves as a reference for classifying user interfaces supporting multiple targets, or multiple contexts of use in the field of context-aware computing. In this framework, a context of use is decomposed into three facets: the end users of the interactive system, the hardware and software computing platform with which the users have to carry out their interactive tasks and the physical environment where they are working. Therefore, a context-sensitive user interface is a user interface that exhibits some capability to be aware of the context (context awareness) and to react to changes of this context. This paper attempts to provide a unified understanding of context-sensitive user interfaces rather than a prescription of various ways or methods of tackling different steps of development. Rather, the framework structures the development life cycle into four levels of abstraction: task and concepts, abstract user interface, concrete user interface and final user interface. These levels are structured with a relationship of reification going from an abstract level to a concrete one and a relationship of abstraction going from a concrete level to an abstract one. Most methods and tools can be more clearly understood and compared relative to each other against the levels of this framework. In addition, the framework expresses when, where and how a change of context is considered and supported in the context-sensitive user interface thanks to a relationship of translation. In the field of multi-target user interfaces is also introduced, defined, and exemplified the notion of plastic user interfaces. These user interfaces support some adaptation to changes of the context of use while preserving a predefined set of usability properties.",,Interacting with Computers,2003-06-30,900 - No match,900 - No match,[],[]
10.1016/0731-7085(90)80117-8,ScienceDirect,A fully automated chromatographic peak detection and treatment software for multi-user multi-task computers,"A fully automated method is presented for the detection and integration of chromatographic peak software in which the only parameter to define is the data acquisition frequency; this has to be chosen high enough to minimize some Nyquist frequency problems. Programmed in C language, the software is used on a Unix like system (Xenix) to emphasize its automaticity. The performance of the system in liquid chromatography has been studied in respect of noise frequency and intensity. It is shown that the classical signal-to-noise ratio is obsolete for definition of the detection limit since frequency analysis allows some signal filtration; these limitations are described. An example is given of simulation with Gaussian peaks convoluted with noise characterized by its intensity and frequency distribution. The validity of the software is demonstrated for some HPLC separations.",Fast fourier transform | moment's theory | peak description and detection | Unix-like computer system | multi-user multi-task | noise frequency analysis and filtration.,Journal of Pharmaceutical and Biomedical Analysis,1990-12-31,900 - No match,2 - Complete terms,[],['multi-user']
10.1016/j.procir.2022.05.232,ScienceDirect,Comparing design review outcomes in immersive and non-immersive collaborative virtual environments,"Collaborative virtual environments (CVEs) such as virtual reality (VR) technologies have great potential to support design reviews. They enable users to view a design (solution) under review and simultaneously represent team members with social cues such as avatars. However, while CVEs are promising for design practice and education, it is still unclear how they affect review outcomes. This study presents an experiment that compares 10 three-member teams during design review sessions conducted within two different CVEs. The first CVE is non-immersive, that is, a collaborative computer-aided design (CAD) tool used on a conventional desktop interface, while the second CVE is immersive and employs three head-mounted display VR headsets. The results show that teams in immersive CVE identify fewer issues than the teams in non-immersive CVE. Furthermore, although the reviewed designs exhibit a similar level of complexity, the results show that the distribution of issues in immersive CVE was slightly different than the distribution in non-immersive CVE. These results suggest that teams might perform better when using collaborative CAD than collaborative VR when the review goal is to identify as many issues as possible. However, the decision on which CVE to employ should depend on the design under review, as the two technologies might support reviews of different types of designs.",design reviews | virtual teams | collaborative CAD | virtual reality | design issues | design errors,Procedia CIRP,2022-12-31,1 - Complete terms,2 - Complete terms,"['virtual reality', 'virtual environment', 'VR']","['collaborative', 'virtual environment', 'collaborative virtual environments']"
10.1016/j.jnca.2009.03.002,ScienceDirect,An adaptive latency mitigation scheme for massively multiuser virtual environments,"As massively multiuser virtual environments (MMVEs) expand in terms of size and user population, they tend toward using P2P architectures as a way to provide scalability without the need for large centralized resources. Distributed hash table (DHT)-based networks have been introduced as a promising option for overlay-based distributed massively multiuser virtual environment applications. However, overlay latency stretch seriously affects MMVE performance where QoS is crucial for real-time user collaboration. This work includes a series of efforts in the alleviation of such undesired latency. Our approach to latency mitigation consists of two phases. First, we propose a position-based ID assignment approach to minimize message hop-count by exploiting the clustered pattern of traffic exchange among MMVE users. Second, we introduce a new ant-based distributed neighbor selection scheme that can be used by MMVE users to select the best neighbors within their areas of interest. In order to evaluate the performance of this heuristic approach, we model the neighbor selection problem in the form of a network flow problem and use its solution as an optimality bound to compare the results. Simulation results demonstrate that the proposed algorithms will compensate for DHT latency stretch to a high extent and the performance of the resulting system would closely follow the optimal bound while communication overhead is negligible.",Massively multiuser virtual environments | Hilbert curve | Proximity neighbor selection | Network flow optimization | Ant routing,Journal of Network and Computer Applications,2009-09-30,900 - No match,2 - Complete terms,[],"['collaboration', 'multiuser', 'virtual environment']"
10.1016/S0166-3615(03)00100-3,ScienceDirect,CyberCAD: a collaborative approach in 3D-CAD technology in a multimedia-supported environment,"Three-dimensional Computer-Aided Design (3D-CAD) is considered as one of the most important technologies for the survival of modern enterprises. The increasing development of CAD features empowered by current Internet and Intranet development leads to the emergence of new collaborative CAD (COCAD) system. A COCAD system extends an existing single-location CAD system to a multi-location CAD application so that two or more geographically dispersed users can work together on a 3D-CAD geometry co-editing and CAD-related tasks dynamically and collaboratively. A proposed COCAD system named “CyberCAD” is developed on Java™ platform in this project to dynamically support large volumes of 3D-CAD data transmission. Over the last few years, computer-based videoconferencing has evolved to become one of today's most exciting multimedia application. Implementing videoconferencing technique, CyberCAD aims to establish a virtual synchronous collaborative design environment to overcome geographical constraints, shorten product development time and cost through the Internet. The design activities have been studied and implemented to enable effective and efficient collaborative design.",Cyber CAD Collaborative CAD Multimedia Network communication Groupware Java3D™Java™ RMIJMF,Computers in Industry,2003-10-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaborative design environment']"
10.1016/j.prime.2023.100385,ScienceDirect,"Optimizing energy payment, user satisfaction, and self-sufficiency in flexibility-constrained smart home energy management: A multi-objective optimization approach","Smart homes have assumed a pivotal role within energy communities, offering sophisticated home energy management systems tailored to end-users preferences across technical, economic, social, and environmental facets. Amid the proliferation of smart appliances and advanced communication infrastructure, these domiciles play a crucial part in optimizing energy utilization and fostering sustainable practices. Notably, they create an enabling environment for the integration of renewable energy resources, but their widespread adoption may potentially challenge the flexibility of the overarching energy system. In this paper, a novel flexibility-constrained smart home energy management framework is proposed aiming at optimizing energy payment, end-user satisfaction, and end-user self-sufficiency preferences. Diverse technologies including Combined Heat and power (CHP) units, PhotoVoltaic (PV) generation units, electrical energy storage systems, and electric vehicles are considered in the smart home where the PV unit uncertainty is modeled by a scenario-based approach. The lexicographic technique as a Multi-Criteria Decision Making (MCDM) approach is utilized to find an appropriate compromise among different targets. The proposed model is structured as a Mixed-Integer Linear Programming (MILP) problem that is solved by the CPLEX solver in the GAMS environment. The results reveal a significant disparity in energy payments when the flexibility limit falls below 40 % of the predefined amount. The results demonstrate that altering the priority order of the objective functions has led to significant changes in energy payment, end-user satisfaction, and end-user self-sufficiency, with variations of 27.4 %, 100 %, and 56.64 %, respectively.",End-User Satisfaction | Self-sufficiency | Flexibility | Home Energy Management | Multi-Objective Optimization | Lexicographic,"e-Prime - Advances in Electrical Engineering, Electronics and Energy",2023-12-31,900 - No match,900 - No match,[],[]
